Date,Open,High,Low,Close,Adj Close,Volume
2019/4/8,49.105,50.057499,49.084999,50.025002,48.998871,103526800
2019/4/9,50.080002,50.712502,49.807499,49.875,48.85194,143072800
2019/4/10,49.669998,50.185001,49.544998,50.154999,49.126194,86781200
2019/4/11,50.212502,50.25,49.610001,49.737499,48.717262,83603200
2019/4/12,49.799999,50.035,49.052502,49.717499,48.697666,111042800
2019/4/15,49.645,49.962502,49.502499,49.807499,48.78582,70146400
2019/4/16,49.865002,50.342499,49.639999,49.8125,48.790722,102785600
2019/4/17,49.884998,50.845001,49.6525,50.782501,49.740826,115627200
2019/4/18,50.779999,51.037498,50.630001,50.965,49.919586,96783200
2019/4/22,50.7075,51.235001,50.584999,51.1325,50.083645,77758000
2019/4/23,51.107498,51.9375,50.974998,51.869999,50.806026,93292000
2019/4/24,51.84,52.119999,51.762501,51.790001,50.727665,70162400
2019/4/25,51.7075,51.939999,51.279999,51.32,50.2673,74172800
2019/4/26,51.224998,51.25,50.529999,51.075001,50.027325,74596400
2019/4/29,51.099998,51.4925,50.965,51.1525,50.103237,88818800
2019/4/30,50.764999,50.849998,49.7775,50.1675,49.138439,186139600
2019/5/1,52.470001,53.827499,52.307499,52.630001,51.550426,259309200
2019/5/2,52.459999,53.162498,52.032501,52.287498,51.214951,127985200
2019/5/3,52.7225,52.959999,52.557499,52.9375,51.85162,83569600
2019/5/6,51.072498,52.209999,50.875,52.119999,51.050892,129772400
2019/5/7,51.470001,51.855,50.2075,50.715,49.674709,155054800
2019/5/8,50.474998,51.334999,50.4375,50.724998,49.684498,105358000
2019/5/9,50.099998,50.419998,49.165001,50.18,49.150684,139634400
2019/5/10,49.355,49.712502,48.192501,49.294998,48.469784,164834800
2019/5/13,46.927502,47.369999,45.712502,46.43,45.65274,229722400
2019/5/14,46.602501,47.424999,46.352501,47.165001,46.375435,146118800
2019/5/15,46.567501,47.9375,46.505001,47.73,46.930973,106178800
2019/5/16,47.477501,48.1175,47.209999,47.52,46.724491,132125600
2019/5/17,46.732498,47.724998,46.689999,47.25,46.459011,131516400
2019/5/20,45.880001,46.087502,45.07,45.772499,45.006248,154449200
2019/5/21,46.305,47,46.174999,46.650002,45.869057,113459200
2019/5/22,46.165001,46.427502,45.637501,45.695,44.930046,118994400
2019/5/23,44.950001,45.134998,44.452499,44.915001,44.163101,146118800
2019/5/24,45.049999,45.535,44.654999,44.7425,43.993488,94858800
2019/5/28,44.73,45.147499,44.477501,44.557499,43.811584,111792800
2019/5/29,44.105,44.837502,44,44.345001,43.602642,113924800
2019/5/30,44.487499,44.807499,44.1675,44.575001,43.828793,84873600
2019/5/31,44.057499,44.497501,43.747501,43.767502,43.034817,108174400
2019/6/3,43.900002,44.48,42.567501,43.325001,42.59972,161584400
2019/6/4,43.860001,44.9575,43.630001,44.91,44.158184,123872000
2019/6/5,46.07,46.247501,45.285,45.634998,44.871044,119093600
2019/6/6,45.77,46.3675,45.537498,46.305,45.529827,90105200
2019/6/7,46.627499,47.98,46.442501,47.537498,46.741699,122737600
2019/6/10,47.952499,48.842499,47.904999,48.145,47.339031,104883600
2019/6/11,48.715,49,48.400002,48.702499,47.887196,107731600
2019/6/12,48.487499,48.9925,48.3475,48.547501,47.734787,73012800
2019/6/13,48.674999,49.197498,48.400002,48.537498,47.724957,86698400
2019/6/14,47.887501,48.397499,47.575001,48.185001,47.378368,75046000
2019/6/17,48.224998,48.740002,48.0425,48.4725,47.661045,58676400
2019/6/18,49.012501,50.072498,48.802502,49.612499,48.781967,106204000
2019/6/19,49.919998,49.970001,49.327499,49.467499,48.639389,84496800
2019/6/20,50.092499,50.1525,49.5075,49.865002,49.030235,86056000
2019/6/21,49.700001,50.212502,49.537498,49.695,48.863079,191202400
2019/6/24,49.634998,50.040001,49.5425,49.645,48.813919,72881600
2019/6/25,49.607498,49.814999,48.822498,48.892502,48.07402,84281200
2019/6/26,49.442501,50.247501,49.337502,49.950001,49.113811,104270000
2019/6/27,50.072498,50.392502,49.892502,49.935001,49.099064,83598800
2019/6/28,49.669998,49.875,49.262501,49.48,48.65168,124442400
2019/7/1,50.7925,51.122501,50.162498,50.387501,49.543983,109012000
2019/7/2,50.352501,50.782501,50.34,50.682499,49.834049,67740800
2019/7/3,50.82,51.110001,50.672501,51.102501,50.247021,45448000
2019/7/5,50.837502,51.27,50.724998,51.057499,50.202774,69062000
2019/7/8,50.202499,50.349998,49.602501,50.005001,49.167892,101354400
2019/7/9,49.799999,50.377499,49.702499,50.310001,49.467785,82312000
2019/7/10,50.462502,50.932499,50.389999,50.807499,49.956955,71588400
2019/7/11,50.827499,51.0975,50.427502,50.4375,49.593155,80767200
2019/7/12,50.612499,51,50.549999,50.825001,49.974163,70380800
2019/7/15,51.022499,51.467499,51,51.302502,50.44368,67789600
2019/7/16,51.147499,51.5275,50.875,51.125,50.269142,67467200
2019/7/17,51.012501,51.272499,50.817501,50.837502,49.986462,56430000
2019/7/18,51,51.470001,50.924999,51.415001,50.554291,74162400
2019/7/19,51.447498,51.625,50.59,50.647499,49.799641,83717200
2019/7/22,50.912498,51.807499,50.9025,51.805,50.937756,89111600
2019/7/23,52.115002,52.227501,51.822498,52.209999,51.335976,73420800
2019/7/24,51.9175,52.287498,51.7925,52.1675,51.294189,59966400
2019/7/25,52.2225,52.310001,51.682499,51.755001,50.888599,55638400
2019/7/26,51.869999,52.432499,51.785,51.935001,51.065586,70475600
2019/7/29,52.115002,52.66,52.110001,52.419998,51.542461,86693600
2019/7/30,52.189999,52.540001,51.827499,52.195,51.321232,135742800
2019/7/31,54.105,55.342499,52.825001,53.259998,52.368397,277125600
2019/8/1,53.474998,54.5075,51.685001,52.107498,51.235191,216071600
2019/8/2,51.3825,51.607498,50.407501,51.005001,50.151157,163448400
2019/8/5,49.497501,49.662498,48.145,48.334999,47.525852,209572000
2019/8/6,49.077499,49.517502,48.509998,49.25,48.425529,143299200
2019/8/7,48.852501,49.889999,48.455002,49.759998,48.926994,133457600
2019/8/8,50.049999,50.8825,49.8475,50.857498,50.006123,108038000
2019/8/9,50.325001,50.689999,49.822498,50.247501,49.594051,98478800
2019/8/12,49.904999,50.512501,49.787498,50.119999,49.468208,89927600
2019/8/13,50.255001,53.035,50.119999,52.2425,51.563107,188874000
2019/8/14,50.790001,51.610001,50.647499,50.6875,50.028328,146189600
2019/8/15,50.865002,51.285,49.9175,50.435001,49.77911,108909600
2019/8/16,51.07,51.790001,50.959999,51.625,50.953636,110481600
2019/8/19,52.654999,53.182499,52.5075,52.587502,51.903625,97654400
2019/8/20,52.720001,53.337502,52.580002,52.59,51.90609,107537200
2019/8/21,53.247501,53.412498,52.900002,53.16,52.468678,86141600
2019/8/22,53.297501,53.610001,52.6875,53.115002,52.424263,89014800
2019/8/23,52.357498,53.012501,50.25,50.66,50.001186,187272000
2019/8/26,51.465,51.797501,51.264999,51.622501,50.951172,104174400
2019/8/27,51.965,52.137501,50.8825,51.040001,50.376244,103493200
2019/8/28,51.025002,51.43,50.830002,51.3825,50.714291,63755200
2019/8/29,52.125,52.330002,51.665001,52.252499,51.572975,83962000
2019/8/30,52.540001,52.612499,51.799999,52.185001,51.506355,84573600
2019/9/3,51.607498,51.744999,51.055,51.424999,50.756233,80092000
2019/9/4,52.0975,52.369999,51.830002,52.297501,51.61739,76752400
2019/9/5,53,53.4925,52.877499,53.32,52.626595,95654800
2019/9/6,53.512501,53.605,53.127499,53.314999,52.621658,77449200
2019/9/9,53.709999,54.110001,52.767502,53.5425,52.846199,109237600
2019/9/10,53.465,54.195,52.927502,54.174999,53.47047,127111600
2019/9/11,54.517502,55.927502,54.432499,55.897499,55.17057,177158400
2019/9/12,56.200001,56.605,55.715,55.772499,55.047195,128906800
2019/9/13,55,55.197498,54.255001,54.6875,53.976303,159053200
2019/9/16,54.432499,55.032501,54.389999,54.974998,54.260071,84632400
2019/9/17,54.990002,55.205002,54.779999,55.174999,54.45747,73274800
2019/9/18,55.264999,55.712502,54.860001,55.692501,54.968235,101360000
2019/9/19,55.502499,55.939999,55.092499,55.240002,54.521626,88242400
2019/9/20,55.345001,55.639999,54.3675,54.432499,53.724625,221652400
2019/9/23,54.737499,54.959999,54.412498,54.68,53.968906,76662000
2019/9/24,55.2575,55.622501,54.297501,54.419998,53.712284,124763200
2019/9/25,54.637501,55.375,54.285,55.2575,54.538898,87613600
2019/9/26,55,55.235001,54.7075,54.9725,54.257603,75334000
2019/9/27,55.134998,55.240002,54.32,54.705002,53.993587,101408000
2019/9/30,55.224998,56.145,55.197498,55.9925,55.264339,103909600
2019/10/1,56.267502,57.055,56.049999,56.147499,55.41732,139223200
2019/10/2,55.764999,55.895,54.482498,54.740002,54.028126,138449200
2019/10/3,54.607498,55.240002,53.782501,55.205002,54.48708,114426000
2019/10/4,56.41,56.872501,55.9725,56.752499,56.014454,138478800
2019/10/7,56.567501,57.482498,56.459999,56.764999,56.026794,122306000
2019/10/8,56.455002,57.014999,56.0825,56.099998,55.370438,111820000
2019/10/9,56.7575,56.947498,56.41,56.7575,56.01939,74770400
2019/10/10,56.982498,57.610001,56.825001,57.522499,56.774445,113013600
2019/10/11,58.237499,59.41,58.077499,59.052502,58.284546,166795600
2019/10/14,58.724998,59.532501,58.6675,58.967499,58.200645,96427600
2019/10/15,59.0975,59.412498,58.720001,58.830002,58.064941,87360000
2019/10/16,58.342499,58.810001,58.299999,58.592499,57.830528,73903200
2019/10/17,58.772499,59.037498,58.380001,58.82,58.055065,67585200
2019/10/18,58.647499,59.395,58.572498,59.102501,58.3339,97433600
2019/10/21,59.380001,60.247501,59.330002,60.127499,59.345562,87247200
2019/10/22,60.290001,60.549999,59.904999,59.990002,59.209858,82293600
2019/10/23,60.525002,60.810001,60.305,60.794998,60.004383,75828800
2019/10/24,61.127499,61.200001,60.452499,60.895,60.103081,69275200
2019/10/25,60.790001,61.682499,60.720001,61.645,60.843334,73477200
2019/10/28,61.855,62.3125,61.68,62.262501,61.452797,96572800
2019/10/29,62.2425,62.4375,60.642502,60.822498,60.031528,142839600
2019/10/30,61.189999,61.325001,60.302502,60.814999,60.024124,124522000
2019/10/31,61.810001,62.2925,59.314999,62.189999,61.381241,139162000
2019/11/1,62.384998,63.982498,62.290001,63.955002,63.123295,151125200
2019/11/4,64.332497,64.462502,63.845001,64.375,63.537827,103272000
2019/11/5,64.262497,64.547501,64.080002,64.282501,63.446533,79897600
2019/11/6,64.192497,64.372498,63.842499,64.309998,63.473675,75864400
2019/11/7,64.684998,65.087502,64.527496,64.857498,64.206245,94940400
2019/11/8,64.672501,65.110001,64.212502,65.035004,64.381958,69986400
2019/11/11,64.574997,65.6175,64.57,65.550003,64.891792,81821200
2019/11/12,65.387497,65.697502,65.230003,65.489998,64.832382,87388800
2019/11/13,65.282501,66.195,65.267502,66.1175,65.45359,102734400
2019/11/14,65.9375,66.220001,65.525002,65.660004,65.000694,89182800
2019/11/15,65.919998,66.445,65.752502,66.440002,65.77285,100206400
2019/11/18,66.449997,66.857498,66.057503,66.775002,66.104492,86703200
2019/11/19,66.974998,67,66.347504,66.572502,65.904015,76167200
2019/11/20,66.385002,66.519997,65.099998,65.797501,65.136803,106234400
2019/11/21,65.922501,66.002502,65.294998,65.502502,64.844772,121395200
2019/11/22,65.647499,65.794998,65.209999,65.445,64.787834,65325200
2019/11/25,65.677498,66.610001,65.629997,66.592499,65.923813,84020400
2019/11/26,66.735001,66.790001,65.625,66.072502,65.409035,105207600
2019/11/27,66.394997,66.995003,66.327499,66.959999,66.287636,65235600
2019/11/29,66.650002,67,66.474998,66.8125,66.141602,46617600
2019/12/2,66.817497,67.0625,65.862503,66.040001,65.376869,94487200
2019/12/3,64.577499,64.8825,64.072502,64.862503,64.211189,114430400
2019/12/4,65.267502,65.827499,65.169998,65.434998,64.777939,67181600
2019/12/5,65.947502,66.472504,65.682503,66.394997,65.728294,74424400
2019/12/6,66.870003,67.75,66.824997,67.677498,66.997925,106075600
2019/12/9,67.5,67.699997,66.227501,66.730003,66.059944,128042400
2019/12/10,67.150002,67.517502,66.464996,67.120003,66.446022,90420400
2019/12/11,67.202499,67.775002,67.125,67.692497,67.012764,78756800
2019/12/12,66.945,68.139999,66.830002,67.864998,67.183548,137310400
2019/12/13,67.864998,68.824997,67.732498,68.787498,68.096771,133587600
2019/12/16,69.25,70.197502,69.245003,69.964996,69.262459,128186000
2019/12/17,69.892502,70.442497,69.699997,70.102501,69.398575,114158400
2019/12/18,69.949997,70.474998,69.779999,69.934998,69.23275,116028400
2019/12/19,69.875,70.294998,69.737503,70.004997,69.302048,98369200
2019/12/20,70.557503,70.662498,69.639999,69.860001,69.158508,275978000
2019/12/23,70.1325,71.0625,70.092499,71,70.287064,98572000
2019/12/24,71.172501,71.222504,70.730003,71.067497,70.353882,48478800
2019/12/26,71.205002,72.495003,71.175003,72.477501,71.749733,93121200
2019/12/27,72.779999,73.4925,72.029999,72.449997,71.722488,146266000
2019/12/30,72.364998,73.172501,71.305,72.879997,72.148178,144114400
2019/12/31,72.482498,73.419998,72.379997,73.412498,72.675339,100805600
