Date,Close
2019-01-07,1629.510009765625
2019-01-08,1656.5799560546875
2019-01-09,1659.4200439453125
2019-01-10,1656.219970703125
2019-01-11,1640.56005859375
2019-01-14,1617.2099609375
2019-01-15,1674.56005859375
2019-01-16,1683.780029296875
2019-01-17,1693.219970703125
2019-01-18,1696.199951171875
2019-01-22,1632.1700439453125
2019-01-23,1640.02001953125
2019-01-24,1654.9300537109375
2019-01-25,1670.5699462890625
2019-01-28,1637.8900146484375
2019-01-29,1593.8800048828125
2019-01-30,1670.4300537109375
2019-01-31,1718.72998046875
2019-02-01,1626.22998046875
2019-02-04,1633.31005859375
2019-02-05,1658.81005859375
2019-02-06,1640.260009765625
2019-02-07,1614.3699951171875
2019-02-08,1588.219970703125
2019-02-11,1591.0
2019-02-12,1638.010009765625
2019-02-13,1640.0
2019-02-14,1622.6500244140625
2019-02-15,1607.949951171875
2019-02-19,1627.5799560546875
2019-02-20,1622.0999755859375
2019-02-21,1619.43994140625
2019-02-22,1631.56005859375
2019-02-25,1633.0
2019-02-26,1636.4000244140625
2019-02-27,1641.0899658203125
2019-02-28,1639.8299560546875
2019-03-01,1671.72998046875
2019-03-04,1696.1700439453125
2019-03-05,1692.4300537109375
2019-03-06,1668.949951171875
2019-03-07,1625.949951171875
2019-03-08,1620.800048828125
2019-03-11,1670.6199951171875
2019-03-12,1673.0999755859375
2019-03-13,1690.81005859375
2019-03-14,1686.219970703125
2019-03-15,1712.3599853515625
2019-03-18,1742.1500244140625
2019-03-19,1761.85009765625
2019-03-20,1797.27001953125
2019-03-21,1819.260009765625
2019-03-22,1764.77001953125
2019-03-25,1774.260009765625
2019-03-26,1783.7601318359375
2019-03-27,1765.699951171875
2019-03-28,1773.420166015625
2019-03-29,1780.7501220703125
2019-04-01,1814.18994140625
2019-04-02,1813.97998046875
2019-04-03,1820.699951171875
2019-04-04,1818.8599853515625
2019-04-05,1837.2801513671875
2019-04-08,1849.85986328125
2019-04-09,1835.840087890625
