time,text
2020-03-18 00:00:00,"I'm not saying everything is OK with Corona
I'm not saying there won't be some real economic pain now
I'm not saying the market won't continue to fall

But the expected returns from buying $GOOG, $DIS and other stocks at these prices look pretty substantial to me."
2020-03-18 00:00:00,"""The U.S. government is in active talks with $FB, $GOOG and a wide array of tech companies and health experts about how they can use location data gleaned from Americans' phones to combat the novel coronavirus."""
2020-03-19 00:00:00,"Google Is Rumored To Be in Talks Acquire Chainlink Blockchain.
#ChainLink Massive Market For Decentralize Oracle Will Strengthen $GOOG Revenue and Dominance In Cloud Data &amp; Artificial Intelligence.

https://t.co/kl8326CYn3"
2020-03-19 00:00:00,"📈THURSDAY'S MOST ACTIVE STOCKS 📉

$AMZN
$AAPL
$TSLA
$MSFT
$FB
$NVDA
$GOOGL
$BA
$GOOG
$BABA

$DIA $SPY $QQQ https://t.co/G072HKoe5E"
2020-03-20 00:00:00,$SPOM dilution is done. GERPANG HEALTHCARE GROUP is a huge company. They are working on #COVID19👇 $NOK $VALE $NIO $ABEV $S $XHR $DWPD $fb $goog $jnj $jpm $abc $wmt $cvx $hd $pg $unh $pfe $qcom $adbe $v $nflx $chtr $cost $PTC #StockMarket  #NYSE #WallStreet #NASDAQ #reversemerger
2020-03-20 00:00:00,"$SPOM conversions are done.  The calculated OS is spot on, will post my proof of theorem below."
2020-03-21 00:00:00,"10 Biggest U.S. Net Cash (Cash &amp; Equiv - LT debt) Balances

1: $GOOG - $115 BB
2: $MSFT - $71 BB
3: $FB - $54 BB
4: $AMZN - $31 BB
5: $GE - $16 BB
6: $AAPL - $14 BB
7: $CSCO - $13 BB
8: $HUM - $10 BB
9: $NVDA - $9 BB
10: $ANTH - $8 BB

Data from @ycharts"
2020-03-21 00:00:00,"USA 🇺🇸. Esta semana compra de $MSFT ($135), $BABA ($180), $SBUX ($53) y $LOW ($65).  

Radar centrado en $MMM, $SBUX (45$), $MSFT ($115), $AMZN ($1500), $LOW ($55), $GOOG ($950) y $BABA ($160). 

De reojo sigo $DIS, $JNJ, $TROW, $MCD, $NKE, $FRT . . . no llego a todo"
2020-03-21 00:00:00,Only $V / $MA bears could see everyone being mailed a $V / $MA card as something to be worried about.
2020-03-21 00:00:00,Only $FB / $GOOG bears could see relative outperformance of $FB / $GOOG during a bear market as something to be worried about.
2020-03-23 00:00:00,"Sticking my neck out here a little - brief notes on a few ideas $BRK $GOOG $SBUX $CMCSA $CHTR 

Side note - *slide deck for March coming out this week for members*

https://t.co/IjDyZ3t4v7 (free) https://t.co/2vNERUvlDW"
2020-03-23 00:00:00,I started nibbling again today $goog and not apple yet. Added some $sbux too. Focused on low to no debt businesses.
2020-03-23 00:00:00,$TWTR WITHDRAWS Q1 GUIDANCE DUE TO COVID-19 IMPACT
2020-03-23 00:00:00,"$TWTR withdrawing prior Q1/FY guidance... 

""Expects Q1 revenue to be down slightly YoY"" versus consensus for +10.5% YoY

Next up... $PINS $SNAP $FB $GOOG"
2020-03-23 00:00:00,"here's an elmer terminal exclusive:

CPM (at least for one property i'm familiar with) is 30-40% lower than it was a month ago (i'm assuming its because ppl quickly pulled/slashed ad spend).

not sure if $twtr $goog $fb will mirror that exactly, but it's rough out there."
2020-03-24 00:00:00,Sold half the $goog and $sbux i shared here yesterday. #unnibble
2020-03-24 00:00:00,$LNKD acquisition proves how undervalued $PINS $TWTR and $SNAP are (all stickier too!). There aren't that many places consumers @ scale spend this kind of time online. Wall street doesn't understand. $MSFT $GOOG etc do. They'd all be 30-50B+ biz units easy if run by large tech.
2020-03-24 00:00:00,"The question now... how bad? $FB

Next Up $GOOG

""We don’t monetize many of the services where we’re seeing increased engagement, and we’ve seen a weakening in our ads business in countries taking aggressive actions to reduce the spread of COVID-19.""

https://t.co/806n2qY6Qd"
2020-03-25 00:00:00,"Hoy tenemos una instructiva conversación con @thotbx y @emgocor. Hablaremos de empresas como $ITX, $KO, $GOOG y $OR. entre otras! .
Empresas de Calidad como refugio ante el coronavirus https://t.co/nBtSCXYuNh"
2020-03-25 00:00:00,"Microsoft $MSFT &amp; Apple $AAPL nuevamente arriba del 1 trillion de market cap. Bien performance relativa de Amazon $AMZN durante ultimas semanas y Google $GOOG por ahora lagging.  

Ni hablemos de las petro Exxon $XOM &amp; Chevron $CVX ... https://t.co/62xTy8gTXJ"
2020-03-25 00:00:00,"The Pending Jobs Report and Geoff's Thoughts on FANG
$FB
$AAPL
$AMZN
$NFLX
$GOOG

YouTube: https://t.co/iLilOHsiDl

Spotify: https://t.co/U47IHRx6mH https://t.co/UDeB47BCVj"
2020-03-25 00:00:00,"Google, Amazon, AMD, Intel and Microsoft have prioritize a large amount of investment into Chainlink (#Link $2.25) Oracle. $GOOG has spent millions in #blockchain before partnering w/ $LINK to pioneer decentralize data in bigquery clouds.

#stocks #Bitcoin
https://t.co/2Nks4L7OlO"
2020-03-26 00:00:00,"Caja neta de las empresas (Efectivo y equivalentes - deuda de largo plazo):

$FB - u$s 54b.
$AAPL - u$s 14b.
$AMZN - u$s 31b.
$GOOG - u$s115b.

$NFLX es la única de las 5 empresas que debe más dinero del que tiene en caja."
2020-03-26 00:00:00,Which of these big tech stocks will fare the best over the next year? $AMZN $FB $GOOGL $MSFT
2020-03-26 00:00:00,"1/ I'm beginning to wonder if there's a poll I can put up where $AMZN doesn't come out on top.

I'm long all 4 of these companies, and all are larger positions. Not sure how I would rank them, but believe they will all beat the market over next several years. $FB $GOOG/L $MSFT"
2020-03-26 00:00:00,"En promedio, cayeron por debajo del mercado. Si había una burbuja en precios antes de esta crisis, habrá estado en otras empresas. 

Estas empresas de alta calidad no solo estaban bien posicionadas previo a esta fuerte crisis, sino que también saldrán más que fortalecidas."
2020-03-26 00:00:00,"""We assume cost-cutting measures online travel companies are being forced to take will accelerate their share loss to $GOOG meta search platform"""
2020-03-26 00:00:00,"Alphabet, Google’s parent company could buy #Chainlink to boost business in AdWords &amp; Search Ads. $Link Oracle in $Goog Bigquery Cloud has shown the potential to be a very rich data tool for companies that need reliable decentralize data.
#btc #eth #crypto https://t.co/4oDZG338kK"
2020-03-27 00:00:00,"*GOOGLE PLEDGES $800 MLN IN VIRUS RELIEF, INCLUDING AD CREDITS  

$GOOG $GOOGL $FIT"
2020-03-27 00:00:00,On feedback loops and nearly universal access to information... $SPY $TWTR $FB $GOOG https://t.co/abtMp4jOCl
2020-03-27 00:00:00,"Just was informed that some big european companies are reducing their $GOOG costs by +80%.

Seculars are about to get cyclical.

@HedgeyeComm
@saxena_puru
@HedgeyeDDale
@chigrl 
@JulianMI2"
2020-03-27 00:00:00,"Google Could Buy #Chainlink &amp; Dominant Amazon AWS In the Cloud Market. The purchase of $Link Allows $Goog to diversifying revenue sources. Decentralize Oracle will provide tremendous growth opportunities in Enterprises &amp; #blockchain cloud contracts. #BTC 
https://t.co/4oDZG338kK"
2020-03-28 00:00:00,"1/ COVID impact on digital advertisers. Interview with Kenshoo Director:
Read for $goog, $pins

""Google is a necessity to an advertiser. They've got to flip that faucet back on as quick as we can, if they turned it down a little. As soon as they can turn it back on, I believe.."
2020-03-29 00:00:00,"4) $GOOG/L 8%
5) $AAXN 8%
6) $MELI 6%
7) $VEEV 6%
8) $MDB 5%
9) $OKTA 5%
10) $ISRG 4%
11) $TEAM 3%
12) $FB 3%
13) $DDOG 3%
14) $CRWD 3%
15) $ZEN 2%
16) $SMAR 2%
17) $APPF 2%
18) $GBTC 2%
19) $ROKU 1%
20) $TTD 1%

My framework: https://t.co/dSA0NPtCLL"
2020-03-29 00:00:00,"USA 🇺🇸. Sin compras esta semana.  

Radar sigue centrado en $MMM, $TROW (75$), $SBUX (48$), $DIS (80$), $MSFT ($115), $AMZN ($1500), $LOW ($55), $GOOG ($950) y $BABA ($160). 

De reojo sigo $JNJ, $MCD, $NKE, $FRT . . . he repartido un poco pero sigo sin llegar a todo"
2020-03-30 00:00:00,Interesting to me that $FB and $GOOG have been silent about earnings during the last few weeks
2020-03-30 00:00:00,"#Alphabet

BMO Capital mejora la calificación de la compañía y sitúa su precio objetivo en $1,400.

Cree que Alphabet está bien posicionada para cuando la economía se reactive.

$GOOG $GOOGL"
2020-03-30 00:00:00,"Had some investors ask about future slide decks...here is a tentative list. However, I'm open to other ideas (please share)...feedback welcome.

$DIS $ATUS $BRK $GOOG $V $LSXMA $SBUX https://t.co/MyCU1dscrD"
2020-03-30 00:00:00,"Q: What happened with online advertising in the 08/09 financial crisis, and how did it impact Google? $GOOG
A: https://t.co/7ngcigZzS3"
2020-03-30 00:00:00,$GOOG Google already broke it's long term uptrend line https://t.co/iFbiyIGneK
2020-03-31 00:00:00,"Official 8 year old picks: $NFLX $EBAY $HSY $GOOG $DIS $UPS I love teaching her this stuff....and she’s into it, too. Thank you, Coronavirus, for this precious time with my kid. https://t.co/HtDCs0tVRw"
2020-03-31 00:00:00,"Never seen more LinkedIn recruiters DM about big tech cos hiring CONTRACTOR data jobs. Descriptions read like FTE data science / data engineering but “PS this is 6 month / contract to hire”

Yall get head count frozen but still need work done?

In last 48 hours:
$GOOG
$FB
$CRM"
2020-04-01 00:00:00,These keyword bid prices are very low $goog https://t.co/MhAKSkdC8i
2020-04-01 00:00:00,"End of March 2020 top holdings:

$NFLX 8%
$MA 8%
$AMZN 7%
$MELI 7%
$GOOG 7%
$ISRG 4%
$FB 4%
$DOCU 4%
$BKNG 4%
$V 4%
$SBUX 4%
$PAYC 4%
$TSLA 4%
$ADBE 4%
$APPF 3%
$SQ 3%
$ADSK 2%
$SHOP 2%
$EPAM 2%
$AYX 2%
$TTD 2%

YTD return: -12.9%
S&amp;P: -19.9%"
2020-04-01 00:00:00,"Mastering The Cube.
""The author specialty is analyzing the architecture of Oracles &amp; extracting valuable tips on how to Master #Chainlink $Link — revolutionary node architecture that r used by Tech Giants Enterprises Blockchains &amp; Gov.""— NewYorkTimes
""Amazing""— $Goog
""Wow""— $amzn https://t.co/Mij6ibVkrT"
2020-04-01 00:00:00,"Yes, mobile usage is up. Yes, internet usage is up. Yes, OTT usage is up. This doesn't always correlate. Ads are a marketplace. Be mindful of adtech expectations in the short term.  🙏 Analysis to follow this week.

$RUBI $TLRA $ROKU $GOOG $GOOGL $FB $TWTR $PINS $SNAP $TTD"
2020-04-02 00:00:00,"Tjejens arbetsplats har lanserat ett nytt ""Work at Home"" -Företagspaket som flyger av hyllorna. 

Hittar aktierna....

Alphabet $GOOG Facebook $FB Dropbox $DBX Line https://t.co/EaSYXOoEWe True TRUE.TB Microsoft $MSFT Cisco $CSCO 

...kanske annonsen är gjord i Adobe $ADBE? https://t.co/3lRkZ8j9LD"
2020-04-02 00:00:00,$GOOG inverted 👀 https://t.co/bII0Jsu3cR
2020-04-02 00:00:00,"OPINION: Here are 20 tech stocks with low debt to consider buying:
1. $FB
2. $GOOG
3. $MU https://t.co/YpNM8lu2B3"
2020-04-02 00:00:00,$GOOG https://t.co/ESxRzXcaRC
2020-04-02 00:00:00,"Long Term Buys: $GOOG 1000 $AMZN 1800 $SQ 40 $DBX 17 $OKTA 70 $TWTR 20 $FB 140 $ZNGA 6

Cash Destroyers c u @: $UBER 10 $IBM 60 $BABA &lt;100 $TSLA &lt;200 $HUBS 50 $FISV 60 $AYX 60 $JMIA=0 (bonus)

*Overpriced NYC condos w/curtain walls: 60-70c bid vs last ask"
2020-04-03 00:00:00,"""estimates that up to 40% of $GOOG revenue is related to currently at-risk ad areas, including restaurants, travel, and offline retail."
2020-04-04 00:00:00,"""estimates account for 40% to 45% of $FB revenue and 50% to 55% of $GOOG revenue. If the economy is locked down as long as two months, he thinks the failure rate of small businesses could be as high as 30%""

https://t.co/Z6Wj1mWcNJ https://t.co/pUo0hwxHzT"
2020-04-04 00:00:00,"""UK judge gives Google a choice: Either let SEO expert read your ranking algos or withdraw High Court evidence""

https://t.co/qlCXOFwyuP #SEO #Google $Goog"
2020-04-04 00:00:00,"OPINION: Here are 20 tech stocks with low debt to consider buying:
1. $FB
2. $GOOG
3. $MU https://t.co/0jvoeAjS7p"
2020-04-04 00:00:00,"Estos días he estado rotando la cartera aprovechando la volatilidad. 
No compré ninguna posición nueva. - Hice rotaciones entre $TK y $TGP
- Amplié en $GOOG (2a posición), $IPCO, $BAYN y PAX Global
- Reduje 1/3 en $FLOW (1a posición)
- Vendí todo en Keck Seng🤷🏽‍♂️"
2020-04-04 00:00:00,I love all the zoom isn’t safe people posting on twitter and Facebook while their speakers are listening to them complain zoom isn’t encrypted. LOL. $zm $twtr $fb $goog
2020-04-04 00:00:00,"$GOOG $FB $SNAP $PINS $YELP ...

$AMZN ?

⚠️Digital ad spend for the Q2 period will be -33%. Traditional media -39%

🔥74% of buy-side decision-makers anticipate heavier Impact on US ad Spend than '08-09

https://t.co/vb5Z6F9KlO https://t.co/k7hO1a56X5"
2020-04-05 00:00:00,"USA 🇺🇸. Sin compras. Alguna se acerca ligeramente a objetivo.  

Radar $MMM (110$), $TROW (75$), $SBUX (48$), $DIS (80$), $MSFT ($115), $AMZN ($1500), $LOW ($55), $GOOG ($950) y $BABA ($160). 

De reojo miro $JNJ (105$), $MCD (130$), $NKE (60$), $V (130$) . . ."
2020-04-05 00:00:00,"I guess Home Depot stopped paying Google. Google maps no longer providing the phone number. 
$HD $GOOG https://t.co/YBaqVYviQX"
2020-04-05 00:00:00,In what world does $GOOG not hit at least that 1000 level? https://t.co/Jd2IPKYfOM
2020-04-05 00:00:00,"$ALPP 💥💥💥 88 #Covid_19 Isolation Rooms Built 💥💥💥

✅ MEGA #COVID19 Contracts
✅ 4 Subsidiaries ESSENTIAL
✅ 8K Excerpts Attached 

$CTYX $GGSM $BIEI $NSPX $FONU $VRUS $GERN $AMPY $INQD $CYDY $LGNYX $GRNF $HDii $GGSM $TRBO $SOAN $NBDR $MSFT $FB $GOOG #MMM https://t.co/wvPVHHFzmc"
2020-04-05 00:00:00,"OPINION: Here are 20 tech stocks with low debt to consider buying:
1. $FB
2. $GOOG
3. $MU https://t.co/mNY1vMSeI5"
2020-04-05 00:00:00,"Dorsey Asset Management Top Holdings:

$FB - 18%
$AVLR - 18%
$WIX - 13%
$DESP - 13%
$ROKU - 10%
$AYX - 9%
$PYPL - 9%
$EBAY - 6%
$GOOG - 3%"
2020-04-05 00:00:00,Why To Expect Massive Swings In Stocks https://t.co/jYCnBoCgML $IWM $XLF $KRE $GOOG $FB $NFLX $DIS $GLD $GDX $SLV $GC_F $HUI $IYT https://t.co/OWJXjbhE50
2020-04-06 00:00:00,"#us500 #spx $aapl $goog $amd
$amzn $BA $FB $IBM $INTC $MSFT $MU $NFLX $NVDA $BABA $TSLA $TWTR $SQ

My short term S&amp;P 500 Futures index expectations are as follows. If index could break the 2780 level in the upcoming days, this analysis will be garbage. I predict that +++ https://t.co/cYWehnmQAw"
2020-04-07 00:00:00,"Re-upping the Bears

$FB $GOOG $AMZN"
2020-04-07 00:00:00,"Our first preprint from the #COVID19 Dispersed Volunteer Research Network is now live [https://t.co/Crgdubwp8X]! Here, @CristinaHerren, @tbrownwright, @ErinYiranLiu, @NisrineElAmiri, and I study the relationship between democracy &amp; global mobility. Data via @Google; more to come! https://t.co/33Dy7Nb9jC"
2020-04-07 00:00:00,"Though this work is provisional, we found (among other things) that autocracies were less likely to report mobility data to $GOOG; however, of countries that *did* report, less democratic ones exhibited greater decreases in movement in response to new reported cases of #COVID19."
2020-04-07 00:00:00,"""40% of every VC dollar is spent on $FB $AMZN $GOOG ""

""Ad impressions and click-throughs get bid up to outrageous prices by startups flush with venture money"" https://t.co/YU8cFsUjkt"
2020-04-07 00:00:00,"$GOOG it is. If you own it/ don’t own it/ are short, what are your most concerned about the business (cannot say “valuation”)...? https://t.co/EsmST2weG3"
2020-04-08 00:00:00,"Will try to get one out in the next 4-6 weeks. Have an old one on my site (see my profile —&gt; sample posts). Not sure how stock price of $V $MA will be by then, tho. Working on $GOOG now."
2020-04-08 00:00:00,really wish someone would do a $V / $MA write-up
2020-04-08 00:00:00,Baupost purchased shares of Alphabet. $GOOG $GOOGL https://t.co/pZOC6xqQ2I
2020-04-08 00:00:00,amazes  me  all these people say they are banning ZM   ok cool  WHY not tell us if they are a paying client  IF they are not  WHO CARES...   CNBC  doing massive injustice w  this type of reporting
2020-04-08 00:00:00,@smartertrader Love $GOOG banning $ZM when they likely use Google Hangouts...or banning the competitor. The fact they are using $ZM says that $ZM has something lol
2020-04-08 00:00:00,$GOOG is now a value investment https://t.co/eevfn4FYrC
2020-04-09 00:00:00,G Suite has added 1 million paying customers since Feb. 2019 $GOOG https://t.co/PnWZchQnuT
2020-04-10 00:00:00,"Chainlink
Data Never Sleeps.
Data is the New Oil.
80% Of Google, Facebook, Twitter, Instagram, TicToc revenues are derive insights from data. 
$Link Refines The Data to Make it Useful. 
A valauble tool for advertisers.

#Crypto #cryptocurrency #blockchain
#btc #eth #bitcoin $goog https://t.co/rCp512hNIv"
2020-04-10 00:00:00,"So how does the #Apple &amp; #Google #ContactTracing technology work? 

Simple explainer in pictures below 👇

Remember you have to consent to uploading your #COVIDー19 status 
$aapl $goog #tech https://t.co/Q8XlXaNIPH"
2020-04-10 00:00:00,"$AAPL and $GOOG ""engineering teams have banded together to create a decentralized contact tracing tool that will help individuals determine whether they have been exposed to someone with COVID-19.""

https://t.co/Ht7mRkIqrq"
2020-04-10 00:00:00,"$GOOG creates online unemployment application with state of New York

https://t.co/af8r9cemxg"
2020-04-11 00:00:00,"Helpful data on the state of the digital ad industry. Ad prices appear to be down ~15-25% at $GOOG and $FB in March but with impressions up you have flattish revenue.

Pretty good results and still obviously taking lots of share from traditional media.

https://t.co/A9IRkyVmU6"
2020-04-11 00:00:00,"You would think with the economy crippled market would be headed down, but I still have bullish targets next week $spy $spx $aapl $goog $tska"
2020-04-11 00:00:00,"Biggest mistakes of the century:

From before,

Apple $AAPL is only a PC maker

Amazon $AMZN is only a bookstore 

Google $GOOG $GOOGL is only a search engine 

Netflix $NFLX is only a DVD rental company

Now,

Tesla $TSLA is only an automaker"
2020-04-12 00:00:00,¿Qué quiere decir Terry Smith cuando dice que Alphabet $GOOG no tiene unos buenos retornos y cuestiona su M&amp;A? Minuto 48-49 https://t.co/XH5hkUMidB
2020-04-12 00:00:00,"Enligt denna datakällan så har vi möjligen en återhämtning i Facebook $FB annonsintäkter. Borde också kunna extrapoleras till AdWords $GOOG Alphabet. 

Tycker båda handlas för lågt och de plockades in under Corona. https://t.co/WP3hxXVPlm https://t.co/p6LAet2vkN"
2020-04-12 00:00:00,Exactly what I mean. Bricks and mortar will never be the same. People are making bank online. Even dancers. #Instagram #youtube $FB $goog  https://t.co/SYCjRxxuM7
2020-04-13 00:00:00,"Consistent login access and reliable fills are life &amp; death in short time-frame trading (intraday). Traders (who care) don't let other traders use Robinhood.😞

h/t: @BearishBullsCeo

#ES_F #MES_F #NQ_F #TL_F $VIX
$FB $AAPL $AMZN $NFLX $GOOG https://t.co/Af11Y7wDCE"
2020-04-13 00:00:00,"FAANG today:  
  
✦ $FB ▼ 2%  
✧ $AAPL △ 0.25%  
✧ $AMZN △ 5%  
✧ $NFLX △ 6%  
✦ $GOOG ▼ 1% https://t.co/qt7jliovxA"
2020-04-13 00:00:00,"$ALPP 🔥🔥 R/S Canceled 🔥🔥

✅ 8K Out 👇👇👇
✅ COVID19 Contracts Signed
✅ No reverse split!!!!!!!

#stockstowatch #investing #StockMarket $GOOG $FB $TSLA $GRNF @business @SJosephBurns @FoxNews @EcoChefBryanAu 👇"
2020-04-13 00:00:00,"$ALPP Subsidiaries Get MORE:
🔥 COVID19 CONTRACTS 🔥

✅ 218 #COVID19 Hospital Isolation Rooms in Indiana and Michigan
✅ Medical Grade Air Purification &amp; Air Particle Testing Equipment 🔥

$CDEV $HAL $WLL $TPTW $WORX $OPTI $IMIMF $CCL $TSLA $GOOG $AAPL $NSPX $GRNF $HDII https://t.co/W9vOYAQ68G"
2020-04-13 00:00:00,What if I told you I have a target over 2900. 🤯😱 $spy $spx $aapl $goog $tsla $amzn $fb $gs
2020-04-13 00:00:00,$ALPP Update on uplisting status https://t.co/azWEwyisZb
2020-04-14 00:00:00,"Stock suggestions in US markets

#Twitter $TWTR
#Amazon $AMZN
#Google $GOOG
#Apple $AAPL
#Alibaba $BABA
#Starbucks $SBUX
#Tesla $TSLA
#Microsoft #MSFT
#Costco $COST
#Visa $V
#Walmart $WMT

Big will keep getting bigger, stronger &amp; expensive, giving surprises on upside"
2020-04-14 00:00:00,"Given #COVID19, a #SkinInTheGame update for  @themotleyfool writing

YTD: 7% vs Market's (12%)
Jan 2019: 49% vs Mkt 13%
Jan 2018: 59% vs Mkt 6%

Top 10:

1) $SHOP 12% 
2) $AMZN 12%
3) Cash 12%
4) $GOOG/L 8%
5) $AAXN 7%
6) $MELI 7%
7) $VEEV 6%
8) $OKTA 5%
9) $MDB 5%
10) $FB 3%"
2020-04-14 00:00:00,"Key economic dates to watch:

-Apr 22 $FB earnings
-end April GDP for Q1
-early May $GOOG $AAPL earnings
-end July GDP for Q2

These will be the weather reports for the U.S economy. Even the strongest will likely see demand contracted."
2020-04-14 00:00:00,"Stock suggestions &amp; view on targets in US markets by 2022 end or earlier (1/2)

#Twitter $TWTR $150
#Amazon $AMZN $5000
#Google $GOOG $3000
#Apple $AAPL $400
#Alibaba $BABA $250
#Starbucks $SBUX $150
#Tesla $TSLA $2000
#Microsoft #MSFT $250
#Costco $COST $450
#Visa $V $275"
2020-04-14 00:00:00,"I have a feeling we are right at a market top here. Markets are overbought on optimism but the truth is the economy won't be up and running normally for at least 8-10 months from now. Trimmed some positions this morning. 

$TSLA, $AAPL, $FB, $AMZN, $NFLX, $GOOG, $SPY, #faang, $BA"
2020-04-15 00:00:00,"$GOOG $GOOGL
Google Subpoenaed For Hillary Clinton Emails Believed To Contain Backup To Records Scrubbed With ""Bleachbit"" | Zero Hedge https://t.co/n3JUIfee5S"
2020-04-15 00:00:00,"Here is my #covid19 long portfolio, based on my view that the US economy will be largely reopen by 5/15, with widespread testing, mandatory masks, and current social distancing measures in place.  $AMZN $TSLA $ZM $NFLX $MTCH $COST $AAPL $FB $ABT $DGX $GOOG $TWTR $REGN $JBLU $WYNN"
2020-04-15 00:00:00,"1021 Stocks in a new Uptrend : $AAPL $ADBE $ADSK $AMGN $ARKK $ARKQ $ARKW $ASML $AU 

$BABA $BIB $BLDP 
$COUP $CRUS 

$DXCM 
$EVER $EDIT $EWJ
$FB 
$GBT $GOOG 
$HACK
$IBB $IGV $IHI $IVW $IWF $IWL $IYW 

$MDB 
$NDAQ $NKE 
$QLD $QQQ  

$REGN $RMD 
$SHOP $SOXX 
$TECHY $TSLA $TTD $XLV"
2020-04-16 00:00:00,The importance of $GOOG flights to maximise traffic sent to OTA's https://t.co/pOYOlpGuOO
2020-04-16 00:00:00,"We went from ‘Too Big To Fail’ in the last crisis to ‘Too Big To Govern’ as we come through this crisis. 

The relative power gained by Apple, Microsoft , Facebook Amazon, Tencent and Alibaba are extraordinary because of last 90 days. 

New world order.

$spy $qqq $aapl $goog"
2020-04-16 00:00:00,"$GOOG re-evaluating its data center spending. they are one of largest buyers of data center equipment. Datacenter spend in 2020 strong parallels to fiber optic / telecom spend in 1999
https://t.co/Cr2kgGWSJG https://t.co/DrIPuhWnYe via @UnhedgedApp"
2020-04-16 00:00:00,@JeffMacke I cannot wait to see $GOOG and $FB quarters...the ad spending impacts are going to be fascinating.
2020-04-16 00:00:00,"Getting to work on today's newsletter. Charts will include $AGI $ALGO $AXU.TO $BNB $BP $ETH $ETHBEAR $GDXJ $GOOG $HEXO $KAVA $LINK $LOOM $PAYC $QNT $TTWO $UCO $XDP $ZNGA and more. That's only a small part of each edition. Join here to get it delivered. 

https://t.co/CAtdXmwl3I"
2020-04-16 00:00:00,@pearkes Quittin’ Ozzies
2020-04-17 00:00:00,"But Google Acquiring #Chainlink Ruins Decentralization.
Google &amp; Oracle are ruthless They Wants To Monopolize Push Anything &amp; Everything Around Data API. 
$Link painstakingly Upgraded to the Go-Lang language and runtime made by $Goog.

#btc #eth #bitcoin #crypto #crytpocurrency https://t.co/HwfmzKIvBS"
2020-04-17 00:00:00,"With only 1 hour to go, $SPX is on a Trifecta of a Rejection.
1. Perfected to TD Sell (Also many stocks like $AAPL, $GOOG, $FB, $MSFT, $NFLX, etc)
2. Rejection of 50-day SMA
3. Beautiful Doji Candle (Still needs Confirmation with a lower low Monday)
* I will take these odds :) https://t.co/pOCn2mGuCZ"
2020-04-17 00:00:00,"$ALPP 💥 Chart Showing Identical Pattern From Last Mega Run 💥 

Check It👇👇👇

$TRNX $RCUS $MOSY $LTRPB $CTIB $EDNT $CPSS $THMO $CODX $ATOS $CSPR $PDSB $LOVE $CEMI $GRNF $SPOM $INQD $TRNX $HDII $CORG $RNWF $ZMRK $TSLA $FB $GOOG
$SKDI $GRYO $TLSS $VGTL https://t.co/EfsKWbAAMn"
2020-04-17 00:00:00,$GOOG $UBER $V $ENPH $ROKU $JD 利確と損切。大幅に戦略変更、現在の含み損をほぼ変えずに現金化。 個人的には直近の高値に近づいていると思う。 過去の値動きを見てもこのまま上昇するとは思えない。 不確実性が高すぎるITバブル崩壊のようなWwWwwのような値動きになるのではないかと思う。
2020-04-18 00:00:00,"In my house, it's $DIS+ (four kids), $CMCSA Xfinity (haven't cut the cord), and $GOOG/L Youtube.

Interestingly, a year ago, neither Youtube or Disney+ would've made that list. In their place would have been $NFLX and $AMZN Prime.

What about everyone else?"
2020-04-18 00:00:00,Was bored and looked at what investing $10k each into a few stocks back in 2009 could've led to 11 years later. $AAPL $GOOG $MSFT $NFLX https://t.co/s7zevHJnOa
2020-04-18 00:00:00,"Let’s get @Matt_Cochrane7 involved here, he has an amazing network of participants.Question to retweet, let’s see the answers: When u turn on the TV what 3 brands are you touching most? Mine is $ROKU for UI and subscription adds $NFLX first $AMZN primeV 2nd Showtime 3rd $DIS rare"
2020-04-19 00:00:00,"""Coronavirus stories yield about 30% less revenue than stories about something else, multiple revenue leaders at media companies told Digiday last week""

$GOOG We’re creating inventory faster than they can fill it: Publishers see YouTube ad prices drop 20% https://t.co/vZUSf6ZQxS https://t.co/Db4xHZGOJJ"
2020-04-20 00:00:00,"Meet @Perth_Tolle. A mommydexer, she created the Freedom 100 Emerging Markets Index, which just won Index of the Year. She bought 1 share of $GOOG when they stood up to China on censorship. She ❤️ SoCal &amp; once worked at Sushi on Sunset while studying graphic design. #FinTwitIn280 https://t.co/2PljKqutYT"
2020-04-20 00:00:00,"""The bulk of digital advertising spend comes from millions of small, local, direct advertisers spending $10,000 a year or less with $GOOG or $FB "" (Magna Global 2019 report)  https://t.co/7z9Ki8YK4J"
2020-04-21 00:00:00,"Once in a while, I post this to remind U about LT investment 
For new followers, good to read :

Ten stocks for the next 25 years
https://t.co/HoEwKiFNVe

Published Fri, Nov 7 201412:01 PM ESTUpdated Fri, Nov 7 201412:01 PM EST

$FB 
$BABA
$GOOG
$AAPL
$TSLA 
$NKE
$EW
$CCL
$ALGN"
2020-04-21 00:00:00,2007's U.S. advertising revenues weren't surpassed until 2016 due to 2008-2009 great recession. Curious - why won't this be similar / worse? $GOOG $FB https://t.co/UIqAGI5Bhq
2020-04-21 00:00:00,"""Beginning next week, search results on the Google Shopping tab will consist primarily of free product listings, helping merchants better connect with consumers, regardless of whether they advertise on Google."" $GOOG $GOOGL https://t.co/pkouwDTrAB"
2020-04-22 00:00:00,@Hipster_Trader $GOOG
2020-04-22 00:00:00,Shared some $DIS $CMCSA $CHTR work I’ve done in 2020. Welcome any feedback or Q’s. Working on $GOOG currently.
2020-04-22 00:00:00,@mduboe @lennysan @onecaseman Supply aggregation is necessary but insufficient. It is far more powerful/fruitful to differentially aggregate demand than supply. Ask $GOOG. Ask $AMZN.
